STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407965954 GHz,
TABLE,Region montaSl,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.312343,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,2591014000
CPU_CLK_UNHALTED_CORE,FIXC1,1177133000
CPU_CLK_UNHALTED_REF,FIXC2,1058346000
TEMP_CORE,TMP0,204
PWR_PKG_ENERGY,PWR0,2.8856
PWR_PP0_ENERGY,PWR1,2.8146
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0.1567
TABLE,Region montaSl,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],0.3123,
Runtime unhalted [s],0.3454,
Clock [MHz],3790.4704,
CPI,0.4543,
Temperature [C],204,
Energy [J],2.8856,
Power [W],9.2384,
Energy PP0 [J],2.8146,
Power PP0 [W],9.0114,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0.1567,
Power DRAM [W],0.5016,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407965954 GHz,
TABLE,Region resolveSistema,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.144007,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,1241149000
CPU_CLK_UNHALTED_CORE,FIXC1,543424600
CPU_CLK_UNHALTED_REF,FIXC2,488686500
TEMP_CORE,TMP0,206
PWR_PKG_ENERGY,PWR0,1.7776
PWR_PP0_ENERGY,PWR1,1.7097
PWR_PP1_ENERGY,PWR2,0.0047
PWR_DRAM_ENERGY,PWR3,0.1746
TABLE,Region resolveSistema,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],0.1440,
Runtime unhalted [s],0.1595,
Clock [MHz],3789.6945,
CPI,0.4378,
Temperature [C],206,
Energy [J],1.7776,
Power [W],12.3442,
Energy PP0 [J],1.7097,
Power PP0 [W],11.8725,
Energy PP1 [J],0.0047,
Power PP1 [W],0.0326,
Energy DRAM [J],0.1746,
Power DRAM [W],1.2122,
