STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407990029 GHz,
TABLE,Region montaSl,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],10.106610,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,86637030000
CPU_CLK_UNHALTED_CORE,FIXC1,38050980000
CPU_CLK_UNHALTED_REF,FIXC2,34217700000
TEMP_CORE,TMP0,205
PWR_PKG_ENERGY,PWR0,106.7308
PWR_PP0_ENERGY,PWR1,104.5232
PWR_PP1_ENERGY,PWR2,0.0459
PWR_DRAM_ENERGY,PWR3,5.0338
TABLE,Region montaSl,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],10.1066,
Runtime unhalted [s],11.1652,
Clock [MHz],3789.7743,
CPI,0.4392,
Temperature [C],205,
Energy [J],106.7308,
Power [W],10.5605,
Energy PP0 [J],104.5232,
Power PP0 [W],10.3421,
Energy PP1 [J],0.0459,
Power PP1 [W],0.0045,
Energy DRAM [J],5.0338,
Power DRAM [W],0.4981,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407990029 GHz,
TABLE,Region resolveSistema,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.111092,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,528991800
CPU_CLK_UNHALTED_CORE,FIXC1,416245400
CPU_CLK_UNHALTED_REF,FIXC2,374272000
TEMP_CORE,TMP0,206
PWR_PKG_ENERGY,PWR0,1.6546
PWR_PP0_ENERGY,PWR1,1.5715
PWR_PP1_ENERGY,PWR2,0.0023
PWR_DRAM_ENERGY,PWR3,0.1923
TABLE,Region resolveSistema,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],0.1111,
Runtime unhalted [s],0.1221,
Clock [MHz],3790.1851,
CPI,0.7869,
Temperature [C],206,
Energy [J],1.6546,
Power [W],14.8939,
Energy PP0 [J],1.5715,
Power PP0 [W],14.1462,
Energy PP1 [J],0.0023,
Power PP1 [W],0.0203,
Energy DRAM [J],0.1923,
Power DRAM [W],1.7312,
