STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407977387 GHz,
TABLE,Region montaSl,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.054954,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,444351700
CPU_CLK_UNHALTED_CORE,FIXC1,203132800
CPU_CLK_UNHALTED_REF,FIXC2,182751400
TEMP_CORE,TMP0,203
PWR_PKG_ENERGY,PWR0,0.5062
PWR_PP0_ENERGY,PWR1,0.4952
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0.0283
TABLE,Region montaSl,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],0.0550,
Runtime unhalted [s],0.0596,
Clock [MHz],3788.0530,
CPI,0.4571,
Temperature [C],203,
Energy [J],0.5062,
Power [W],9.2119,
Energy PP0 [J],0.4952,
Power PP0 [W],9.0119,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0.0283,
Power DRAM [W],0.5142,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407977387 GHz,
TABLE,Region resolveSistema,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.144349,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,1241149000
CPU_CLK_UNHALTED_CORE,FIXC1,542912500
CPU_CLK_UNHALTED_REF,FIXC2,488115300
TEMP_CORE,TMP0,205
PWR_PKG_ENERGY,PWR0,1.7628
PWR_PP0_ENERGY,PWR1,1.7062
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0.1704
TABLE,Region resolveSistema,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],0.1443,
Runtime unhalted [s],0.1593,
Clock [MHz],3790.5665,
CPI,0.4374,
Temperature [C],205,
Energy [J],1.7628,
Power [W],12.2118,
Energy PP0 [J],1.7062,
Power PP0 [W],11.8198,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0.1704,
Power DRAM [W],1.1805,
